,id,tags,lonlat,sport,leisure
11896,525766042,"{'leisure': 'pitch', 'sport': 'multi'}","(5114218837, 5114218836, 5114218835, 5114218834, 5114218837)",multi,pitch
11897,525766077,"{'leisure': 'pitch', 'sport': 'multi'}","(5114219020, 5114219019, 5114219018, 5114219017, 5114219020)",multi,pitch
11898,525766081,"{'leisure': 'pitch', 'sport': 'multi'}","(5114219040, 5114219039, 5114219038, 5114219037, 5114219036, 5114219035, 5114219034, 5114219033, 5114219040)",multi,pitch
11899,525796892,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Florence', 'leisure': 'swimming_pool', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'swimming'}","(5114447563, 5114447562, 5114447561, 5114447560, 5114447563)",swimming,swimming_pool
11900,525796894,"{'leisure': 'pitch', 'sport': 'multi'}","(5114447567, 5114447566, 5114447565, 5114447564, 5114447567)",multi,pitch
11901,525806329,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5114526218, 5114526217, 5114526216, 5114526215, 5114526218)",swimming,swimming_pool
11902,525826585,"{'building': 'yes', 'leisure': 'pitch', 'sport': 'tennis'}","(5114657127, 5114657124, 5114657125, 5114657126, 5114657127)",tennis,pitch
11903,526035330,{'leisure': 'park'},"(5116360782, 5116360781, 5116360780, 5116360779, 5116360778, 5116360782)",,park
11904,526042786,"{'leisure': 'pitch', 'sport': 'multi'}","(5116414834, 5116414833, 5116414832, 5116414831, 5116414834)",multi,pitch
11905,526046507,{'leisure': 'park'},"(5116433439, 5114146114, 5114146109, 5114146107, 5116433439)",,park
11906,526050711,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5116463784, 5116463783, 5116463782, 5116463781, 5116463780, 5116463779, 5116463778, 5116463777, 5116463776, 5116463775, 5116463774, 5116463773, 5116463772, 5116463784)",swimming,swimming_pool
11907,526051918,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Tipar Cakung Gang Salon', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'multi'}","(5116470188, 5116470185, 5116470186, 5116470187, 5116470188)",multi,pitch
11908,526051923,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Tipar Cakung Gang Salon', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'futsal'}","(5116470209, 5116470208, 5116470207, 5116470206, 5116470209)",futsal,pitch
11909,526051988,"{'addr:city': 'DKI Jakarta', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'basketball'}","(5116469751, 5116469748, 5116469749, 5116469750, 5116469751)",basketball,pitch
11910,526051989,"{'addr:city': 'DKI Jakarta', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'basketball'}","(5116469755, 5116469752, 5116469753, 5116469754, 5116469755)",basketball,pitch
11911,526061475,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Taman Pluit Murni 3', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'multi'}","(5116529317, 5116529316, 5116529315, 5116529314, 5116529317)",multi,pitch
11912,526071042,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5116598602, 5116598599, 5116598600, 5116598601, 5116598602)",swimming,swimming_pool
11913,526079913,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5116654351, 5116654350, 5116654349, 5116654348, 5116654351)",swimming,swimming_pool
11914,526079914,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5116654355, 5116654352, 5116654353, 5116654354, 5116654355)",swimming,swimming_pool
11915,526081027,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Perum Gading Griya Lestari', 'leisure': 'pitch', 'name': 'Lapangan RW 12', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'basketball'}","(5116663125, 5116663124, 5116663123, 5116663122, 5116663125)",basketball,pitch
11916,526116425,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5116900291, 5116900290, 5116900289, 5116900288, 5116900287, 5116900286, 5116900285, 5116900284, 5116900291)",swimming,swimming_pool
11917,526337547,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5118598525, 5118598522, 5118598523, 5118598524, 5118598525)",swimming,swimming_pool
11918,526337617,"{'leisure': 'pitch', 'sport': 'volleyball'}","(3912673192, 5118599160, 5118599161, 5118599162, 3912673192)",volleyball,pitch
11919,526361441,"{'leisure': 'pitch', 'sport': 'soccer', 'surface': 'grass'}","(5118744724, 5118744723, 5118744722, 5118744721, 5118744620, 5118744619, 5118744618, 5118744617, 5118744616, 5118744615, 5118744725, 5118744734, 5118744733, 5118744732, 5118744731, 5118744730, 5118744729, 5118744728, 5118744727, 5118744726, 5118744724)",soccer,pitch
11920,526701907,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Nusantara 2', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'badminton'}","(5121433474, 5121433471, 5121433472, 5121433473, 5121433474)",badminton,pitch
11921,526701918,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Sunter Karya Selatan', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'tennis'}","(5121433520, 5121433517, 5121433518, 5121433519, 5121433520)",tennis,pitch
11922,526701919,"{'addr:city': 'DKI Jakarta', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'badminton'}","(5121433824, 5121433821, 5121433822, 5121433823, 5121433824)",badminton,pitch
11923,526701921,"{'leisure': 'pitch', 'sport': 'basketball'}","(5121433832, 5121433829, 5121433830, 5121433831, 5121433832)",basketball,pitch
11924,526701930,"{'leisure': 'pitch', 'sport': 'futsal'}","(5121433870, 5121433867, 5121433868, 5121433869, 5121433870)",futsal,pitch
11925,526701931,"{'leisure': 'pitch', 'sport': 'basketball'}","(5121433874, 5121433871, 5121433872, 5121433873, 5121433874)",basketball,pitch
11926,526701937,"{'leisure': 'pitch', 'sport': 'basketball'}","(5121433903, 5121433900, 5121433901, 5121433902, 5121433903)",basketball,pitch
11927,526701939,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Danau Agung 4', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'basketball'}","(5121433911, 5121433908, 5121433909, 5121433910, 5121433911)",basketball,pitch
11928,526701953,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Agung Barat 10', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'futsal'}","(5121433967, 5121433964, 5121433965, 5121433966, 5121433967)",futsal,pitch
11929,526701974,"{'leisure': 'pitch', 'sport': 'soccer'}","(5121434051, 5121434048, 5121434049, 5121434050, 5121434051)",soccer,pitch
11930,526701982,"{'leisure': 'pitch', 'sport': 'basketball'}","(5121434074, 5121434071, 5121434072, 5121434073, 5121434074)",basketball,pitch
11931,526701998,"{'leisure': 'pitch', 'sport': 'futsal'}","(5121434176, 5121434173, 5121434174, 5121434175, 5121434176)",futsal,pitch
11932,526701999,"{'leisure': 'pitch', 'sport': 'basketball'}","(5121434180, 5121434179, 5121434178, 5121434177, 5121434180)",basketball,pitch
11933,526702023,"{'leisure': 'golf_course', 'sport': 'basketball'}","(5121434291, 5121434288, 5121434289, 5121434290, 5121434291)",basketball,golf_course
11934,526702121,"{'leisure': 'pitch', 'sport': 'futsal'}","(5121434758, 5121434755, 5121434756, 5121434757, 5121434758)",futsal,pitch
11935,526702146,"{'leisure': 'pitch', 'sport': 'basketball'}","(5121434829, 5121434826, 5121434827, 5121434828, 5121434829)",basketball,pitch
11936,526805819,"{'leisure': 'pitch', 'name': 'LAPANGAN BADMINTON II', 'sport': 'soccer', 'surface': 'concrete'}","(5122167144, 5122167141, 5122167142, 5122167143, 5122167144)",soccer,pitch
11937,526805820,"{'leisure': 'pitch', 'name': 'LAPANGAN BADMINTON I', 'sport': 'soccer', 'surface': 'concrete'}","(5122167148, 5122167145, 5122167146, 5122167147, 5122167148)",soccer,pitch
11938,526807827,"{'leisure': 'pitch', 'sport': 'basketball'}","(5122184141, 5122184140, 5122184139, 5122184138, 5122184141)",basketball,pitch
11939,527014121,"{'leisure': 'pitch', 'sport': 'soccer'}","(5124126285, 5124126284, 5124126283, 5124126282, 5124126285)",soccer,pitch
11940,527014207,"{'leisure': 'golf_course', 'sport': 'basketball'}","(5124127192, 5124127191, 5124127190, 5124127189, 5124127192)",basketball,golf_course
11941,527014209,"{'leisure': 'golf_course', 'sport': 'basketball'}","(5124127198, 5124127197, 5124127196, 5124127195, 5124127198)",basketball,golf_course
11942,527222721,"{'access:roof': 'no', 'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Ancol Barat II', 'backup_generator': 'no', 'building': 'yes', 'building:condition': 'good', 'building:floor': 'cement', 'building:levels': '1', 'building:roof': 'tile', 'building:structure': 'confined_masonry', 'building:walls': 'concrete', 'capacity:persons': '100-250', 'leisure': 'sports_centre', 'name': 'Ancol Badminton Hall', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'badminton'}","(5126006767, 5126006766, 5126006765, 5126006764, 5126006767)",badminton,sports_centre
11943,527222727,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Parangtritis IX', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'basketball'}","(5126006811, 5126006810, 5126006809, 5126006808, 5126006811)",basketball,pitch
11944,527222762,"{'access:roof': 'no', 'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Parang Tritis IX No. 4', 'backup_generator': 'no', 'building': 'yes', 'building:condition': 'good', 'building:floor': 'ceramics', 'building:levels': '2', 'building:roof': 'tile', 'building:structure': 'confined_masonry', 'building:walls': 'concrete', 'capacity:persons': '100-250', 'leisure': 'sports_centre', 'name': 'Sarana Krida', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'tennis'}","(5126006883, 5126006880, 5126006881, 5126006882, 5126006883)",tennis,sports_centre
11945,527396572,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5127423828, 5127423827, 5127423823, 5127423825, 5127423824, 5127423826, 5127423828)",swimming,swimming_pool
11946,527424037,"{'addr:city': 'DKI Jakarta', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'multi'}","(5127643819, 5127643818, 5127643817, 5127643816, 5127643819)",multi,pitch
11947,527424060,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Komplel Ditbekangad Semper', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'multi'}","(5127643897, 5127643896, 5127643895, 5127643894, 5127643897)",multi,pitch
11948,527424061,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Komplel Ditbekangad Semper', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'multi'}","(5127643901, 5127643900, 5127643899, 5127643898, 5127643901)",multi,pitch
11949,527424062,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Komplel Ditbekangad Semper', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'multi'}","(5127643905, 5127643904, 5127643903, 5127643902, 5127643905)",multi,pitch
11950,527424070,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Tipar Selatan X', 'leisure': 'pitch', 'name': 'Lapangan', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'multi'}","(5127643943, 5127643942, 5127643941, 5127643940, 5127643943)",multi,pitch
11951,527426121,"{'leisure': 'pitch', 'sport': 'tennis'}","(5127661001, 5127661002, 5127661003, 5127661004, 5127661001)",tennis,pitch
11952,527426762,"{'leisure': 'pitch', 'name': 'Lapangan', 'soccer:type_idn': 'lapangan_bola', 'sport': 'soccer'}","(5127664743, 5127664742, 5127664741, 5127664740, 5127664743)",soccer,pitch
11953,527434287,"{'leisure': 'pitch', 'sport': 'tennis'}","(5127715233, 5127715234, 5127715235, 5127715236, 5524148431, 5127715233)",tennis,pitch
11954,527463052,"{'building': 'yes', 'leisure': 'pitch', 'sport': 'basketball'}","(5127889098, 5127889095, 5127889096, 5127889097, 5127889098)",basketball,pitch
11955,527470247,"{'leisure': 'pitch', 'sport': 'multi'}","(5127932052, 5127932051, 5127932045, 5127932046, 5127932052)",multi,pitch
11956,527470255,"{'leisure': 'pitch', 'sport': 'multi'}","(5127932097, 5127932096, 5127932095, 5127932094, 5127932097)",multi,pitch
11957,527470281,"{'access:roof': 'no', 'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Pemadam No.171', 'backup_generator': 'no', 'building': 'yes', 'building:condition': 'good', 'building:floor': 'cement', 'building:levels': '2', 'building:roof': 'tin', 'building:structure': 'steel_frame', 'building:walls': 'concrete', 'capacity:persons': '250-500', 'leisure': 'pitch', 'name': 'Kavlink Futsal', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'futsal'}","(5127932245, 5127932244, 5127932243, 5127932242, 5127932245)",futsal,pitch
11958,527501638,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Angin Sejuk', 'leisure': 'pitch', 'name': 'Lapangan Dewa Ruci', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'futsal'}","(5128159391, 5128159390, 5128159389, 5128159388, 5128159391)",futsal,pitch
11959,527501640,{'leisure': 'park'},"(5128159398, 5128159401, 5128159404, 5128159400, 5128159398)",,park
11960,527501642,"{'leisure': 'pitch', 'sport': 'multi'}","(5128159418, 5128159417, 5128159416, 5128159415, 5128159418)",multi,pitch
11961,527501647,"{'leisure': 'pitch', 'sport': 'multi'}","(5128159558, 5128159557, 5128159556, 5128159555, 5128159558)",multi,pitch
11962,527716892,"{'leisure': 'pitch', 'sport': 'basketball'}","(5129927700, 5129927699, 5129927698, 5129927697, 5129927700)",basketball,pitch
11963,527716895,"{'leisure': 'pitch', 'sport': 'multi'}","(5129927704, 5129927703, 5129927702, 5129927701, 5129927704)",multi,pitch
11964,527728399,{'leisure': 'park'},"(5129999694, 5129999695, 5129999696, 5129999697, 5129999694)",,park
11965,527731905,"{'leisure': 'pitch', 'sport': 'basketball'}","(5130017899, 5130017898, 5130017897, 5130017896, 5130017899)",basketball,pitch
11966,527737466,"{'leisure': 'pitch', 'name': 'Lapangan Diponegoro Jatilawang', 'sport': 'soccer'}","(5130062927, 5130062926, 5130062925, 5130062924, 5130062923, 5130062922, 5130062927)",soccer,pitch
11967,527737467,"{'leisure': 'park', 'name': 'Alun-Alun Jatilawang'}","(5130062931, 5130062930, 5130062929, 5130062928, 5130062931)",,park
11968,527737534,"{'leisure': 'pitch', 'name': 'Lapangan Banjarparakan', 'sport': 'soccer'}","(5130063363, 5130063362, 5130063361, 5130063360, 5130063363)",soccer,pitch
11969,527755370,"{'leisure': 'pitch', 'sport': 'basketball'}","(5130186113, 5130186112, 5130186111, 5130186110, 5130186113)",basketball,pitch
11970,527755374,"{'leisure': 'pitch', 'sport': 'tennis'}","(5130186119, 5130186118, 5130186117, 5130186116, 5130186119)",tennis,pitch
11971,527755376,"{'leisure': 'pitch', 'sport': 'tennis'}","(5130186723, 5130186722, 5130186721, 5130186120, 5130186723)",tennis,pitch
11972,527755378,"{'leisure': 'pitch', 'sport': 'badminton'}","(5130186727, 5130186726, 5130186725, 5130186724, 5130186727)",badminton,pitch
11973,527757189,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130201844, 5130201841, 5130201842, 5130201843, 5130201844)",swimming,swimming_pool
11974,527757190,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130201848, 5130201845, 5130201846, 5130201847, 5130201848)",swimming,swimming_pool
11975,527757192,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130201852, 5130201849, 5130201850, 5130201851, 5130201852)",swimming,swimming_pool
11976,527764278,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130244477, 5130244479, 5130244478, 5130244481, 5130244482, 5130244480, 5130244477)",swimming,swimming_pool
11977,527764279,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130244486, 5130244483, 5130244484, 5130244485, 5130244486)",swimming,swimming_pool
11978,527765721,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130254419, 5130254416, 5130254417, 5130254418, 5130254419)",swimming,swimming_pool
11979,527765722,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130254723, 5130254722, 5130254721, 5130254420, 5130254723)",swimming,swimming_pool
11980,527765723,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130254727, 5130254724, 5130254725, 5130254726, 5130254727)",swimming,swimming_pool
11981,527765724,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130254731, 5130254728, 5130254729, 5130254730, 5130254731)",swimming,swimming_pool
11982,527765725,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130254735, 5130254732, 5130254733, 5130254734, 5130254735)",swimming,swimming_pool
11983,527765726,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130254739, 5130254738, 5130254737, 5130254736, 5130254739)",swimming,swimming_pool
11984,527765730,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130254755, 5130254752, 5130254753, 5130254754, 5130254755)",swimming,swimming_pool
11985,527765731,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130254759, 5130254756, 5130254757, 5130254758, 5130254759)",swimming,swimming_pool
11986,527765732,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130254763, 5130254760, 5130254761, 5130254762, 5130254763)",swimming,swimming_pool
11987,527765733,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130254767, 5130254764, 5130254765, 5130254766, 5130254767)",swimming,swimming_pool
11988,527765734,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130254773, 5130254772, 5130254771, 5130254770, 5130254769, 5130254768, 5130254773)",swimming,swimming_pool
11989,527765735,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130254777, 5130254774, 5130254775, 5130254776, 5130254777)",swimming,swimming_pool
11990,527765736,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130254781, 5130254778, 5130254779, 5130254780, 5130254781)",swimming,swimming_pool
11991,527765737,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130254785, 5130254782, 5130254783, 5130254784, 5130254785)",swimming,swimming_pool
11992,527765738,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130254789, 5130254786, 5130254787, 5130254788, 5130254789)",swimming,swimming_pool
11993,527765739,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130254793, 5130254790, 5130254791, 5130254792, 5130254793)",swimming,swimming_pool
11994,527765740,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130254797, 5130254794, 5130254795, 5130254796, 5130254797)",swimming,swimming_pool
11995,527765741,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130254801, 5130254798, 5130254799, 5130254800, 5130254801)",swimming,swimming_pool
11996,527770918,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130299181, 5130299178, 5130299179, 5130299180, 5130299181)",swimming,swimming_pool
11997,527770919,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130299185, 5130299182, 5130299183, 5130299184, 5130299185)",swimming,swimming_pool
11998,527770920,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130299189, 5130299186, 5130299187, 5130299188, 5130299189)",swimming,swimming_pool
11999,527770921,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5130299193, 5130299190, 5130299191, 5130299192, 5130299193)",swimming,swimming_pool
12000,527781087,"{'leisure': 'pitch', 'sport': 'multi'}","(5130349246, 5130349245, 5130349244, 5130349243, 5130349246)",multi,pitch
12001,527803621,"{'leisure': 'pitch', 'name': 'Lapangan Outbond', 'sport': 'multi'}","(5130537169, 5130537166, 5130537167, 5130537168, 5130537169)",multi,pitch
12002,527803623,"{'leisure': 'pitch', 'name': 'Lapangan Bintang', 'sport': 'multi'}","(5130537173, 5130537170, 5130537171, 5130537172, 5130537173)",multi,pitch
12003,527814192,"{'leisure': 'pitch', 'sport': 'basketball'}","(5130612590, 5130612589, 5130612588, 5130612587, 5130612590)",basketball,pitch
12004,527895087,"{'addr:city': 'Kota Sorong Kabupaten Raja Ampat', 'addr:postcode': '98482', 'addr:street': 'Jalan Fundar Sakela, Waisai, Waigeo Selatan', 'email': 'rajaampat@gmail.com', 'is_in:province': 'Papua Barat', 'leisure': 'park', 'name': 'Pantai WTC (WAISAI TORANG CINTA)', 'note': 'Data Base 08 Mei 2019', 'opening_hours': '24/7, sunrise-sunsite 08:00-15:00'}","(5131225692, 5131225694, 5131225697, 5131225704, 5131225696, 5131225695, 5131225698, 5131225699, 5131225700, 5131225701, 5131225702, 5131225703, 4920214635, 299687501, 299689733, 299687507, 5131225690, 5131225711, 5131225687, 5131225709, 5131225708, 5131225686, 5131225710, 5131225692)",,park
12005,527895097,"{'leisure': 'pitch', 'sport': 'soccer'}","(5131226926, 5131226925, 5131226924, 5131226923, 5131226926)",soccer,pitch
12006,528007552,"{'leisure': 'pitch', 'sport': 'tennis'}","(5132196249, 5132196246, 5132196247, 5132196248, 5132196249)",tennis,pitch
12007,528008051,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5132205229, 5132205228, 5132205227, 5132205226, 5132205229)",swimming,swimming_pool
12008,528008134,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5132205615, 5132205614, 5132205613, 5132205612, 5132205615)",swimming,swimming_pool
12009,528008136,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5132205619, 5132205618, 5132205617, 5132205616, 5132205619)",swimming,swimming_pool
12010,528008138,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5132205823, 5132205822, 5132205821, 5132205620, 5132205823)",swimming,swimming_pool
12011,528016276,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5132255252, 5132255251, 5132255250, 5132255249, 5132255252)",swimming,swimming_pool
12012,528016629,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5132255969, 5132255966, 5132255967, 5132255968, 5132255969)",swimming,swimming_pool
12013,528029047,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5132345905, 5132345902, 5132345903, 5132345904, 5132345905)",swimming,swimming_pool
12014,528029620,"{'leisure': 'pitch', 'sport': 'tennis'}","(5132351135, 5132351134, 5132351202, 5132351204, 5132351135)",tennis,pitch
12015,528040603,"{'addr:city': 'DKI Jakarta', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'futsal'}","(5132413457, 5132413456, 5132413455, 5132413454, 5132413457)",futsal,pitch
12016,528048588,"{'addr:city': 'DKI Jakarta', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'futsal'}","(5132468244, 5132468243, 5132468242, 5132468241, 5132468244)",futsal,pitch
12017,528051743,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Marunda Baru III No. 30 RT 05 RW 06 Marunda Jakarta Utara', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'futsal'}","(5132501585, 5132501584, 5132501583, 5132501582, 5132501585)",futsal,pitch
12018,528096914,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Puri Marina Raya', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'futsal'}","(5132798329, 5132798328, 5132798327, 5132798326, 5132798329)",futsal,pitch
12019,528096916,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Ancol', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'volleyball'}","(5132798339, 5132798338, 5132798337, 5132798336, 5132798339)",volleyball,pitch
12020,528096918,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Parang Tritis Raya', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'tennis'}","(5132798351, 5132798350, 5132798349, 5132798348, 5132798351)",tennis,pitch
12021,528096919,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Lodan Raya', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'basketball'}","(5132798357, 5132798356, 5132798355, 5132798354, 5132798357)",basketball,pitch
12022,528096920,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Lodan Raya', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'futsal'}","(5132798361, 5132798360, 5132798359, 5132798358, 5132798361)",futsal,pitch
12023,528096922,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Lodan Raya', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'basketball'}","(5132798373, 5132798372, 5132798371, 5132798370, 5132798373)",basketball,pitch
12024,528096923,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Lodan Raya', 'leisure': 'pitch', 'source': 'HOT_InAWARESurvey_2017', 'sport': 'volleyball'}","(5132798377, 5132798378, 5132798376, 5132798375, 5132798374, 5132798377)",volleyball,pitch
12025,528145100,"{'addr:full': 'Jalan Taman Permai Pluit Timur', 'leisure': 'pitch', 'name': 'Lapangan Depan Kantor RW 05', 'sport': 'multi'}","(5133191037, 5133191036, 5133191035, 5133191034, 5133191037)",multi,pitch
12026,528145104,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5133191053, 5133191038, 5133191039, 5133191040, 5133191041, 5133191042, 5133191043, 5133191044, 5133191052, 5133191045, 5133191046, 5133191047, 5133191048, 5133191049, 5133191050, 5133191051, 5133191053)",swimming,swimming_pool
12027,528145107,"{'leisure': 'swimming_pool', 'name': 'Kolam Renang Marina', 'sport': 'swimming'}","(5133191061, 5133191054, 5133191055, 5133191056, 5133191057, 5133191060, 5133191058, 5133191059, 5133191080, 5133191063, 5133191074, 5133191075, 5133191076, 5133191077, 5133191078, 5133191071, 5133191072, 5133191073, 5133191064, 5133191079, 5133191083, 5133191082, 5133191081, 5133191062, 5133191065, 5133191066, 5133191070, 5133191067, 5133191068, 5133191069, 5133191061)",swimming,swimming_pool
12028,528145110,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5133191092, 5133191091, 5133191090, 5133191089, 5133191088, 5133191087, 5133191086, 5133191085, 5133191084, 5133191092)",swimming,swimming_pool
12029,528263214,"{'leisure': 'pitch', 'sport': 'multi'}","(5134189788, 5134189787, 5134189786, 5134189785, 5134189788)",multi,pitch
12030,528264644,"{'leisure': 'pitch', 'name': 'LAPANGAN KETANG TERNATE BARU', 'sport': 'athletics'}","(5134202547, 5134202546, 5134202545, 5134202544, 5134202547)",athletics,pitch
12031,528264812,"{'leisure': 'pitch', 'sport': 'basketball'}","(5134205265, 5134205264, 5134205263, 5134205262, 5134205265)",basketball,pitch
12032,528269503,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(5134234241, 5134234238, 5134234239, 5134234240, 5134234241)",swimming,swimming_pool
12033,528273552,"{'leisure': 'pitch', 'sport': 'multi'}","(5134265522, 5134265521, 5134263520, 5134263519, 5134265522)",multi,pitch
12034,528273555,"{'leisure': 'pitch', 'sport': 'multi'}","(5134265526, 5134265525, 5134265524, 5134265523, 5134265526)",multi,pitch
12035,528273558,"{'leisure': 'pitch', 'sport': 'multi'}","(5134265530, 5134265529, 5134265528, 5134265527, 5134265530)",multi,pitch
12036,528273809,"{'addr:full': 'JL MANGUNI RAYA LINGK VIII', 'leisure': 'pitch', 'name': 'LAPANGAN MAESA', 'sport': 'soccer'}","(5134264968, 5134264967, 5134264966, 5134264965, 5134264968)",soccer,pitch
12037,528275363,"{'building': 'yes', 'leisure': 'pitch', 'sport': 'tennis'}","(5134276031, 5134276028, 5134276029, 5134276030, 5134276031)",tennis,pitch
