,id,tags,lonlat,amenity_name,emergency
2301,34156661,"{'access': 'yes', 'alt_name': 'Jembatan Surabaya–Madura', 'alt_name:de': 'Surabaya–Madura-Brücke', 'alt_name:en': 'Surabaya–Madura Bridge', 'alt_name:es': 'Puente Surabaya–Madura', 'alt_name:fr': 'Pont Surabaya–Madura', 'bicycle': 'no', 'emergency': 'designated', 'foot': 'no', 'highway': 'motorway', 'horse': 'no', 'lanes': '3', 'lit': 'yes', 'maxaxleload': '10', 'maxspeed': '80', 'minspeed': '60', 'motorcycle': 'yes', 'name': 'Jembatan Suramadu', 'name:de': 'Suramadu-Brücke', 'name:en': 'Suramadu Bridge', 'name:es': 'Puente Suramadu', 'name:fr': 'Pont Suramadu', 'name:it': 'Ponte Suramadu', 'oneway': 'yes', 'short_name': 'Tol Suramadu', 'start_date': '2003-08-20'}","(391741860, 534551890, 3799229535)",,designated
2302,40503777,"{'bicycle': 'yes', 'emergency': 'yes', 'foot': 'yes', 'goods': 'yes', 'hgv': 'yes', 'highway': 'primary', 'maxspeed': '8', 'motorcar': 'yes', 'name': 'Jalan Soekarno-Hatta', 'oneway': 'yes', 'PFM:garmin_road_class': '0', 'PFM:garmin_type': '0x4', 'PFM:RoadID': '37', 'psv': 'yes', 'surface': 'asphalt', 'taxi': 'yes'}","(1390372853, 7221719002, 491076113, 1214506052, 7207404583, 1214506016, 7207404584, 1225862404, 7207417385, 5101658952, 1214506069, 1214506085, 2039618845, 1214506018, 3641007051, 1214509799, 7210788308, 1214506078, 1224839450, 7210818062, 1224839445, 1247865595, 1214506042, 1224839446, 1224839470, 491076016, 1214506051, 2135723559, 1225862466, 1214574185, 1214506021, 1247865447, 1396610391, 1390500779, 491079545, 491076973)",,yes
2303,40503801,"{'bicycle': 'yes', 'emergency': 'yes', 'foot': 'yes', 'goods': 'yes', 'hgv': 'yes', 'highway': 'primary', 'maxspeed': '8', 'motorcar': 'yes', 'name': 'Jalan Sultan Salahuddin', 'PFM:garmin_road_class': '0', 'PFM:garmin_type': '0x4', 'PFM:RoadID': '35', 'psv': 'yes', 'surface': 'asphalt', 'taxi': 'yes'}","(3053007357, 1223929002, 491076620, 1347438979, 1247865609, 1247865615, 491076905)",,yes
2304,40503830,"{'bicycle': 'yes', 'emergency': 'yes', 'foot': 'yes', 'goods': 'yes', 'hgv': 'yes', 'highway': 'residential', 'maxspeed': '8', 'motorcar': 'yes', 'name': 'Jalan Lombok', 'oneway': 'yes', 'psv': 'yes', 'taxi': 'yes'}","(491079527, 491076954)",,yes
2305,40503844,"{'bicycle': 'yes', 'emergency': 'yes', 'foot': 'yes', 'goods': 'yes', 'hgv': 'yes', 'highway': 'residential', 'maxspeed': '8', 'motorcar': 'yes', 'name': 'Jalan Pahlawan', 'oneway': 'yes', 'PFM:garmin_road_class': '0', 'PFM:garmin_type': '0x4', 'PFM:RoadID': '41', 'psv': 'yes', 'surface': 'asphalt', 'taxi': 'yes'}","(491076905, 1247865465, 1247865591, 1347438916, 2039579206, 1219498811, 2037827121, 2037827122, 2039579216, 7207252668, 1219499029, 7207252667, 491079397, 2037827124, 491079388, 3053015112, 1219498505, 1219498285, 491079393, 491079399, 1223928973, 5655473570, 1347438981, 491079337, 1347438959, 1347438941, 491079395, 3053014265, 491079362, 5101658979, 2071858715)",,yes
2306,40503855,"{'bicycle': 'yes', 'emergency': 'yes', 'foot': 'yes', 'goods': 'yes', 'hgv': 'yes', 'highway': 'residential', 'maxspeed': '20', 'motorcar': 'yes', 'name': 'Jalan Sumbawa', 'oneway': 'yes', 'PFM:garmin_road_class': '0', 'PFM:garmin_type': '0x5', 'PFM:RoadID': '33', 'psv': 'yes', 'taxi': 'yes'}","(491076942, 1224845579, 491079531)",,yes
2307,55896453,"{'bicycle': 'yes', 'catmp-RoadID': '1336', 'emergency': 'yes', 'foot': 'yes', 'garmin_road_class': '1', 'garmin_type': '0x5', 'goods': 'yes', 'hgv': 'yes', 'highway': 'tertiary', 'maxspeed': '56', 'motorcar': 'yes', 'name': 'Jl. Jendral Sudirman', 'oneway': 'yes', 'psv': 'yes', 'source': 'Batam Mapping Project', 'taxi': 'yes'}","(702351872, 5522741037, 5519960440, 5519960427, 5519913266, 6132095523, 701880376, 5261911939, 701880380, 6132095525, 5519913260, 5519913246, 701880382, 5519913247, 901242198, 901237997, 5532325276, 5532325279, 5532325278, 6542344199, 701880387, 6542289176, 5532325018, 901243014, 701880395, 5532325247, 701880398, 901242970, 701880421, 901237299, 701880433, 701880438, 701880439, 701880446, 701880456, 6542344200, 5719898638, 5395371651, 5719898948, 701880462, 701880475, 6132587345, 6132587350, 701880492, 6132586962)",,yes
2308,55896915,"{'bicycle': 'yes', 'catmp-RoadID': '1645', 'emergency': 'yes', 'foot': 'yes', 'garmin_road_class': '1', 'garmin_type': '0x5', 'goods': 'yes', 'hgv': 'yes', 'highway': 'tertiary', 'maxspeed': '56', 'motorcar': 'yes', 'psv': 'yes', 'source': 'Batam Mapping Project', 'taxi': 'yes'}","(701886144, 6131155673, 701886147, 701885040, 701886150, 701886152, 6131067410, 701886154)",,yes
2309,55896957,"{'hgv': 'yes', 'psv': 'yes', 'foot': 'yes', 'taxi': 'yes', 'goods': 'yes', 'source': 'Batam Mapping Project', 'bicycle': 'yes', 'highway': 'residential', 'maxspeed': '72', 'motorcar': 'yes', 'emergency': 'yes', 'garmin_type': '0x6', 'catmp-RoadID': '278', 'garmin_road_class': '2'}","(701886041, 701887383)",,yes
2310,55896958,"{'bicycle': 'yes', 'catmp-RoadID': '4524', 'emergency': 'yes', 'foot': 'yes', 'garmin_road_class': '2', 'garmin_type': '0x4', 'goods': 'yes', 'hgv': 'yes', 'highway': 'primary_link', 'maxspeed': '72', 'motorcar': 'yes', 'name': 'Jl.Soeprapto', 'psv': 'yes', 'source': 'Batam Mapping Project', 'taxi': 'yes'}","(701887488, 701887511)",,yes
2311,55896966,"{'bicycle': 'yes', 'catmp-RoadID': '1646', 'emergency': 'yes', 'foot': 'yes', 'garmin_road_class': '2', 'garmin_type': '0x4', 'goods': 'yes', 'hgv': 'yes', 'highway': 'primary_link', 'maxspeed': '72', 'motorcar': 'yes', 'name': 'Jl.Soeprapto', 'psv': 'yes', 'source': 'Batam Mapping Project', 'taxi': 'yes'}","(701887614, 701887632)",,yes
2312,55906671,"{'hgv': 'yes', 'psv': 'yes', 'foot': 'yes', 'taxi': 'yes', 'goods': 'yes', 'oneway': 'yes', 'source': 'Batam Mapping Project', 'bicycle': 'yes', 'highway': 'residential', 'maxspeed': '8', 'motorcar': 'yes', 'emergency': 'yes', 'garmin_type': '0x6', 'catmp-RoadID': '1862', 'garmin_road_class': '0'}","(701970627, 701970877)",,yes
2313,55906686,"{'hgv': 'yes', 'psv': 'yes', 'foot': 'yes', 'taxi': 'yes', 'goods': 'yes', 'oneway': 'yes', 'source': 'Batam Mapping Project', 'bicycle': 'yes', 'highway': 'residential', 'maxspeed': '72', 'motorcar': 'yes', 'emergency': 'yes', 'garmin_type': '0x4', 'catmp-RoadID': '8661', 'garmin_road_class': '2'}","(701970877, 701970688)",,yes
2314,55906687,"{'hgv': 'yes', 'psv': 'yes', 'foot': 'yes', 'taxi': 'yes', 'goods': 'yes', 'oneway': 'yes', 'source': 'Batam Mapping Project', 'bicycle': 'yes', 'highway': 'residential', 'maxspeed': '8', 'motorcar': 'yes', 'emergency': 'yes', 'garmin_type': '0x6', 'catmp-RoadID': '8644', 'garmin_road_class': '0'}","(701970688, 701970627)",,yes
2315,55906846,"{'bicycle': 'yes', 'catmp-RoadID': '1689', 'emergency': 'yes', 'foot': 'yes', 'garmin_road_class': '1', 'garmin_type': '0x5', 'goods': 'yes', 'hgv': 'yes', 'highway': 'tertiary', 'maxspeed': '56', 'motorcar': 'yes', 'psv': 'yes', 'source': 'Batam Mapping Project', 'taxi': 'yes'}","(5447245288, 701980553, 701980598, 701980628, 701970617, 701970618, 6131155193, 701970619, 701970620, 701970622, 701970623, 702327473, 701970624, 701886156, 701843584, 701980692, 701886144)",,yes
2316,55906895,"{'bicycle': 'yes', 'catmp-RoadID': '1647', 'emergency': 'yes', 'foot': 'yes', 'garmin_road_class': '2', 'garmin_type': '0x4', 'goods': 'yes', 'hgv': 'yes', 'highway': 'primary_link', 'maxspeed': '72', 'motorcar': 'yes', 'psv': 'yes', 'source': 'Batam Mapping Project', 'taxi': 'yes'}","(701982313, 701982334)",,yes
2317,55906906,"{'bicycle': 'yes', 'catmp-RoadID': '6701', 'emergency': 'yes', 'foot': 'yes', 'garmin_road_class': '0', 'garmin_type': '0x6', 'goods': 'yes', 'hgv': 'yes', 'highway': 'service', 'maxspeed': '8', 'motorcar': 'yes', 'name': 'Makam Pahlawan', 'oneway': 'yes', 'psv': 'yes', 'source': 'Batam Mapping Project', 'taxi': 'yes'}","(701982527, 701982547, 701982569, 701982588, 701982608, 701982630, 701982650, 701982665, 701982686)",,yes
2318,55914161,"{'bicycle': 'yes', 'catmp-RoadID': '1644', 'emergency': 'yes', 'foot': 'yes', 'garmin_road_class': '1', 'garmin_type': '0x5', 'goods': 'yes', 'hgv': 'yes', 'highway': 'secondary', 'lanes': '4', 'maxspeed': '56', 'motorcar': 'yes', 'oneway': 'yes', 'psv': 'yes', 'source': 'Batam Mapping Project', 'taxi': 'yes'}","(702036727, 701982527, 701981595, 701982686, 6131048055, 702036733, 701980343, 7370628093, 6130810168, 702036736, 6130810169, 5256699389, 5256699388, 702036740, 702007724, 5256699386, 5256699387, 5256699385, 5256699384, 5256699383, 702037000, 5256699363, 5256699364, 702037290, 702037293, 6497485675, 702037297)",,yes
2319,55915067,"{'bicycle': 'yes', 'catmp-RoadID': '1850', 'emergency': 'yes', 'foot': 'yes', 'garmin_road_class': '0', 'garmin_type': '0x6', 'goods': 'yes', 'hgv': 'yes', 'highway': 'service', 'maxspeed': '56', 'motorcar': 'yes', 'name': 'Paradise Bay Golf Club', 'psv': 'yes', 'source': 'Batam Mapping Project', 'taxi': 'yes'}","(702056940, 702056950, 702056958)",,yes
2320,55918716,"{'bicycle': 'yes', 'catmp-RoadID': '8639', 'emergency': 'yes', 'foot': 'yes', 'garmin_road_class': '0', 'garmin_type': '0x6', 'goods': 'yes', 'hgv': 'yes', 'highway': 'residential', 'maxspeed': '8', 'motorcar': 'yes', 'name': 'Jl.Dapur 12', 'oneway': 'no', 'psv': 'yes', 'source': 'Batam Mapping Project', 'taxi': 'yes'}","(5205128310, 5205128199, 5205128305, 5205128313, 5205128340, 5205128322, 5205128319, 5205128316, 5205128325, 5205128295, 5205128294, 5205128293, 5205128333, 5205128330, 5205128292, 5205128289, 5205128345, 5205128348, 702075164, 5205128985, 702075181, 702075208, 702075233, 6131061536, 6131061537, 5205128492, 5205128494, 5205128496, 5205128498, 5205128490, 5205128488, 5205128486, 5205128707, 5205128505, 5205128507, 5205128509, 5205128703, 5205128515, 5205128517, 5205128702, 5205128524, 5205128972, 5205128525, 5205128530, 5205128726, 5205128531, 5205128533, 702075318)",,yes
