,id,tags,lonlat,amenity_name
136,799261493,"{'amenity': 'fuel', 'name:en': 'SPBU', 'operator': 'Pertamina'}","(101.46278590000006, 0.43274730000000433)",fuel
137,799261496,"{'amenity': 'fuel', 'operator': 'Pertamina'}","(101.44406980000005, 0.43335440000000436)",fuel
138,799261509,"{'amenity': 'fuel', 'operator': 'Pertamina'}","(101.50757450000005, 0.5000036000000044)",fuel
139,820947020,{'amenity': 'fuel'},"(98.97123519999998, 2.208818700000003)",fuel
140,820947037,{'amenity': 'fuel'},"(98.94512289999999, 2.082357100000002)",fuel
141,820947048,{'amenity': 'fuel'},"(98.9737364, 2.024765200000002)",fuel
142,820947051,{'amenity': 'fuel'},"(99.0696017, 2.334086300000002)",fuel
143,820947052,{'amenity': 'fuel'},"(99.0020918, 2.2699897000000018)",fuel
144,820983157,{'amenity': 'fuel'},"(99.56277650000001, 0.8514851000000018)",fuel
145,820983186,{'amenity': 'fuel'},"(99.30553620000003, 1.448132300000002)",fuel
146,820983200,{'amenity': 'fuel'},"(100.05992920000003, 0.3589090000000017)",fuel
147,820983248,{'amenity': 'fuel'},"(99.57050890000002, 0.8096515000000021)",fuel
148,820983258,{'amenity': 'fuel'},"(99.54768740000004, 0.8995204000000021)",fuel
149,820986745,{'amenity': 'fuel'},"(100.21118840000007, -0.04376759999999799)",fuel
150,820986764,{'amenity': 'fuel'},"(100.16218660000008, 0.15551930000000203)",fuel
151,820986768,{'amenity': 'fuel'},"(100.37246630000008, -0.311090199999998)",fuel
152,830098792,{'amenity': 'fuel'},"(115.34790719999987, -8.31401220000002)",fuel
153,837110227,{'amenity': 'fuel'},"(116.86277389999977, -1.2751241999999507)",fuel
154,856982312,"{'amenity': 'fuel', 'garmin_type': '0x2f01', 'name': 'Fuel Station(Spbu Pih)', 'source': 'Batam Mapping Project'}","(104.05788580000001, 1.123289999999999)",fuel
155,859634969,"{'amenity': 'fuel', 'ele': '-3', 'name': 'SPBU 14.281669', 'operator': 'Pertamina'}","(101.45013760000002, 0.5402542999999991)",fuel
156,859646823,"{'amenity': 'fuel', 'name': 'SPBU', 'operator': 'Pertamina'}","(101.45629100000001, 0.5415542999999989)",fuel
157,885991631,"{'addr:street': 'Jalan Arifin Achmad', 'amenity': 'fuel', 'name': 'SPBU', 'operator': 'Pertamina'}","(101.4530328999994, 0.4774684999999904)",fuel
158,901205298,"{'name': 'Fuel Station Duta Mas', 'source': 'Batam Mapping Project', 'amenity': 'fuel', 'garmin_type': '0x2f01'}","(104.03931000000007, 1.1048599999999937)",fuel
159,903271275,"{'amenity': 'fuel', 'garmin_type': '0x2f01', 'name': 'Fuel Station S.Panas', 'source': 'Batam Mapping Project'}","(104.02702900000021, 1.13906619999999)",fuel
160,941307526,"{'name': 'SPBU', 'is_in': 'Kuta,South Bali,Bali,Indonesia', 'amenity': 'fuel', 'operator': 'Pertamina'}","(115.18599349999964, -8.712866499999974)",fuel
161,945648527,"{'amenity': 'fuel', 'fuel:diesel': 'yes', 'fuel:octane_88': 'yes', 'is_in': 'Tanjung Benoa,South Bali,Bali,Indonesia', 'name': 'Pertamina', 'opening_hours': '24/7'}","(115.21808969999955, -8.752605399999943)",fuel
162,955574439,"{'amenity': 'fuel', 'name': 'Pertamina'}","(115.1767702000001, -8.710227699999981)",fuel
163,963276323,"{'name': 'Pertamina', 'source': 'GPS', 'amenity': 'fuel'}","(115.17500549999973, -8.7433555)",fuel
164,1036848836,"{'brand': 'Pertamina', 'amenity': 'fuel'}","(106.81282809999963, -6.612868900000017)",fuel
165,1057058546,{'amenity': 'fuel'},"(106.81329450000003, -6.618791700000002)",fuel
166,1057058552,"{'amenity': 'fuel', 'brand': 'Pertamina'}","(106.82517390000002, -6.631704000000002)",fuel
167,1107877728,{'amenity': 'fuel'},"(107.61842550000014, -6.9164642000000045)",fuel
168,1229711444,{'amenity': 'fuel'},"(116.09978090000027, -8.619612499999993)",fuel
169,1255595250,"{'name': 'SPBU pondok cabe', 'amenity': 'fuel'}","(106.75399340000001, -6.345542299999958)",fuel
170,1261593408,"{'alt_name': 'Pertamina Sentani', 'amenity': 'fuel', 'brand': 'Pertamina', 'loc_name': 'POM Bensin Sentani', 'name': 'Pertamina'}","(140.51584079999984, -2.565469500000003)",fuel
171,1280712816,"{'source': 'GPS survey', 'amenity': 'fuel'}","(123.6431929000007, -10.156448)",fuel
172,1280782699,"{'amenity': 'fuel', 'brand': 'Pertamina', 'fuel:diesel': 'yes', 'fuel:octane_91': 'no', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'SPBU A. Yani', 'shop': 'no'}","(106.10697010000077, -2.123922699999998)",fuel
173,1281257024,"{'amenity': 'fuel', 'source': 'GPS survey'}","(123.61109230000083, -10.147116300000002)",fuel
174,1283836257,"{'name': 'SPBU 34-17510', 'amenity': 'fuel', 'operator': 'Pertamina', 'addr:city': 'Bekasi', 'addr:street': 'Jalan M.H. Thamrin', 'addr:postcode': '17550'}","(107.1481226000001, -6.3309493999999935)",fuel
175,1284011813,"{'name': 'SPBU 31.175.02', 'amenity': 'fuel', 'operator': 'Pertamina', 'addr:city': 'Bekasi', 'addr:street': 'Jalan Majapahit', 'fuel:octane_88': 'yes', 'fuel:octane_92': 'yes', 'fuel:octane_95': 'yes'}","(107.15511560000013, -6.343323099999995)",fuel
176,1291386618,"{'name': 'Pertamina', 'brand': 'Pertamina', 'amenity': 'fuel', 'fuel:diesel': 'yes', 'fuel:octane_88': 'yes', 'fuel:octane_92': 'yes'}","(115.61575880000001, -8.477084099999928)",fuel
177,1292872676,"{'amenity': 'fuel', 'name': 'Pertamina'}","(115.18019109999999, -8.720850499999925)",fuel
178,1308317215,"{'name': 'SPBU', 'amenity': 'fuel', 'is_in:state': 'Sumatera Barat', 'is_in:county': 'Sijunjung', 'is_in:region': 'Sawahlunto/sijunjung', 'is_in:country': 'Indonesia'}","(100.99342580000034, -0.7392343999999802)",fuel
179,1323725296,"{'amenity': 'fuel', 'name': 'SPBU Margonda'}","(106.8303386999996, -6.383853600000012)",fuel
180,1339203323,"{'name': 'Pajajaran', 'diesel': 'yes', 'amenity': 'fuel', 'biodiesel': 'yes', 'fuel:octane_95': 'yes'}","(106.80673880000006, -6.578755800000008)",fuel
181,1350854417,"{'amenity': 'fuel', 'brand': 'Pertamina', 'name': '44.552.02', 'opening_hours': '24/7'}","(110.35281999999954, -7.7855222000000275)",fuel
182,1354094577,"{'name': 'SPBU Beji', 'amenity': 'fuel'}","(106.81352309999967, -6.374197200000031)",fuel
183,1358383726,"{'brand': 'Pertamina', 'amenity': 'fuel'}","(110.31512450000015, -7.773507700000013)",fuel
184,1359366144,"{'name': 'SPBU', 'brand': 'Pertamina', 'amenity': 'fuel'}","(110.36180680000032, -7.766147200000012)",fuel
185,1360100037,"{'amenity': 'fuel', 'brand': 'Shell', 'fuel:diesel': 'yes', 'fuel:octane_92': 'yes', 'fuel:octane_98': 'yes', 'name': 'SPBU', 'operator': 'Shell'}","(106.82050039999994, -6.220077899999985)",fuel
186,1360220733,"{'name': '44.55519', 'brand': 'Pertamina', 'amenity': 'fuel'}","(110.36251839999986, -7.739338099999986)",fuel
187,1368722084,"{'name': 'Pertamina', 'amenity': 'fuel', 'operator': 'Pertamina'}","(99.2865801000004, 1.5623969000000102)",fuel
188,1369108451,"{'amenity': 'fuel', 'name': 'SPBU Pertamina', 'operator': 'Pertamina'}","(100.29979060000034, 0.8880756000000058)",fuel
189,1369151775,"{'name': 'Pertamina', 'amenity': 'fuel', 'operator': 'Pertamina'}","(100.50407730000039, 0.7348087000000172)",fuel
190,1369156535,"{'name': 'Pertamina', 'amenity': 'fuel', 'operator': 'Pertamina'}","(100.5479479000004, 0.7005755000000172)",fuel
191,1369177805,"{'name': 'Pertamina', 'amenity': 'fuel', 'operator': 'Pertamina'}","(100.6411815000004, 0.609804800000016)",fuel
192,1370745608,{'amenity': 'fuel'},"(110.27422970000003, -7.577804700000001)",fuel
193,1370923765,"{'name': 'Pertamina', 'amenity': 'fuel', 'operator': 'Pertamina'}","(98.94359620000009, 2.6664728000000193)",fuel
194,1382677287,"{'note': 'mini-petrol stop', 'amenity': 'fuel'}","(118.29867929999999, -8.486153400000015)",fuel
195,1383640289,"{'note': 'mini-petrol stop', 'amenity': 'fuel'}","(118.29880399999995, -8.487274799999998)",fuel
196,1394321856,{'amenity': 'fuel'},"(123.61881099999987, -10.17500469999998)",fuel
197,1410762365,{'amenity': 'fuel'},"(115.14412160000002, -8.63650070000001)",fuel
